Date,Open,High,Low,Close,Adj Close,Volume
08 Oct 2024,134.37,136.03,133.51,134.97,127.20,1587040
07 Oct 2024,133.82,135.08,133.13,134.77,127.01,934904
04 Oct 2024,133.10,133.50,132.52,132.74,125.10,1502412
03 Oct 2024,135.40,135.40,134.25,134.61,126.86,1851459
02 Oct 2024,132.16,134.19,132.10,134.19,126.47,2344849
01 Oct 2024,135.00,135.00,132.68,133.34,125.67,1744679
30 Sep 2024,134.50,136.11,134.32,135.39,127.60,3416736
27 Sep 2024,134.30,134.50,133.00,134.16,126.44,2154557
26 Sep 2024,135.99,136.49,133.42,134.35,126.62,2993957
25 Sep 2024,138.00,138.44,134.50,134.89,127.13,3752515
24 Sep 2024,142.51,142.89,138.06,138.06,130.11,3339377
23 Sep 2024,143.55,143.79,142.31,142.39,134.19,1459099
20 Sep 2024,144.50,144.83,143.57,144.50,136.18,6443818
19 Sep 2024,144.50,145.00,143.18,144.02,135.73,3443075
18 Sep 2024,142.65,143.75,142.36,143.32,135.07,1505418
17 Sep 2024,144.00,144.00,143.03,143.04,134.81,1556054
16 Sep 2024,142.05,143.12,141.85,142.99,134.76,1751879
13 Sep 2024,143.40,143.58,140.94,141.65,133.50,1991893
12 Sep 2024,141.96,143.07,141.66,142.96,134.73,1811911
11 Sep 2024,143.40,143.49,140.79,141.05,132.93,2649391
10 Sep 2024,144.06,145.24,143.19,143.77,135.49,2029126
09 Sep 2024,140.87,143.00,140.50,142.95,134.72,1988596
06 Sep 2024,141.78,144.25,141.40,143.47,135.21,2666532
05 Sep 2024,140.63,141.85,140.34,141.35,133.21,1585378
04 Sep 2024,141.50,141.57,139.04,139.94,131.89,2211376
03 Sep 2024,141.64,143.38,141.45,143.38,135.13,1892624
02 Sep 2024,139.35,141.87,138.67,141.77,133.61,1751323
30 Aug 2024,139.45,139.88,139.00,139.50,131.47,4322628
29 Aug 2024,138.35,139.33,138.03,138.80,130.81,2115830
28 Aug 2024,136.95,138.57,136.20,138.57,130.59,2608279
27 Aug 2024,138.34,138.49,136.80,137.43,129.52,2163558
26 Aug 2024,137.51,139.29,137.18,138.81,130.82,1888745
23 Aug 2024,136.40,136.80,135.85,136.80,128.93,1738992
22 Aug 2024,136.95,136.99,135.98,136.46,128.61,1565951
21 Aug 2024,138.22,138.37,135.65,136.03,128.20,3533301
20 Aug 2024,140.25,141.34,139.02,139.60,129.21,1651316
19 Aug 2024,137.72,139.25,137.37,139.25,128.88,1937287
16 Aug 2024,137.04,138.13,136.54,138.13,127.85,4427410
15 Aug 2024,134.00,136.09,133.94,134.90,124.86,2248327
14 Aug 2024,134.50,134.59,132.71,134.21,124.22,1734568
13 Aug 2024,130.43,132.52,130.23,132.52,122.66,1465262
12 Aug 2024,130.70,131.04,130.15,130.53,120.81,886756
09 Aug 2024,130.00,130.23,128.88,129.55,119.91,1941651
08 Aug 2024,127.35,129.11,126.96,129.11,119.50,1663083
07 Aug 2024,126.88,128.21,126.73,127.34,117.86,1843515
06 Aug 2024,125.50,128.42,125.50,127.69,118.19,2570052
05 Aug 2024,130.60,130.78,124.89,124.89,115.59,3591234
02 Aug 2024,133.50,134.25,131.66,132.46,122.60,3839143
01 Aug 2024,138.21,138.24,136.27,136.27,126.13,1586163
31 Jul 2024,136.34,137.53,135.60,137.49,127.26,2235562
30 Jul 2024,133.51,135.95,133.29,135.95,125.83,1937077
29 Jul 2024,133.83,134.90,133.80,134.90,124.86,1391737
26 Jul 2024,133.36,133.46,132.53,133.14,123.23,1901929
25 Jul 2024,131.35,132.60,131.20,132.60,122.73,1796200
24 Jul 2024,132.60,133.10,132.27,132.78,122.90,1130255
23 Jul 2024,132.59,133.31,132.10,133.14,123.23,1351942
22 Jul 2024,130.51,131.68,130.18,131.68,121.88,1192662
19 Jul 2024,130.86,131.63,130.40,131.63,121.83,4022762
18 Jul 2024,133.24,134.00,131.91,132.66,122.79,2061262
17 Jul 2024,132.50,134.25,132.00,133.50,123.56,1919380
16 Jul 2024,132.43,133.08,132.02,132.44,122.58,1732649
15 Jul 2024,132.75,133.30,131.90,132.69,122.81,1364623
12 Jul 2024,130.80,131.84,129.89,131.66,121.86,1965561
11 Jul 2024,130.17,130.30,129.30,129.92,120.25,1598054
10 Jul 2024,128.00,128.54,127.26,128.54,118.97,1246766
09 Jul 2024,127.50,128.97,126.98,128.69,119.11,1781761
08 Jul 2024,126.90,127.17,126.09,126.47,117.06,1027669
05 Jul 2024,127.58,127.85,126.65,127.10,117.64,1084617
04 Jul 2024,126.51,127.86,126.19,127.86,118.34,1394064
03 Jul 2024,126.23,126.44,124.80,125.38,116.05,1441307
02 Jul 2024,125.80,126.20,125.40,125.66,116.31,1457744
01 Jul 2024,126.44,126.53,125.43,126.20,116.81,1585105
28 Jun 2024,127.00,127.61,126.27,127.38,117.90,2190551
27 Jun 2024,125.00,126.20,124.35,126.20,116.81,2021794
26 Jun 2024,127.64,128.09,126.64,126.90,117.45,1900389
25 Jun 2024,128.11,128.68,127.51,128.63,119.06,2092832
24 Jun 2024,127.60,127.99,126.80,126.80,117.36,1767854
21 Jun 2024,128.00,128.25,125.90,127.68,118.18,7145883
20 Jun 2024,126.65,127.84,126.53,127.75,118.24,3548847
19 Jun 2024,127.79,127.88,126.77,126.94,117.49,2012104
18 Jun 2024,126.58,127.99,126.20,127.98,118.45,2236320
17 Jun 2024,124.99,125.60,124.76,125.49,116.15,1531082
14 Jun 2024,125.36,125.60,124.85,125.31,115.98,1597350
13 Jun 2024,125.33,125.69,124.90,125.48,116.14,2582193
12 Jun 2024,124.35,124.60,123.40,124.10,114.86,1809137
11 Jun 2024,124.05,125.03,123.72,124.93,115.63,2514626
07 Jun 2024,125.00,125.55,124.08,125.55,116.20,1414714
06 Jun 2024,124.50,125.97,124.21,124.85,115.56,2636419
05 Jun 2024,123.17,123.95,122.82,123.47,114.28,2389848
04 Jun 2024,121.15,122.49,121.05,122.46,113.34,2230997
03 Jun 2024,120.34,121.29,120.22,121.29,112.26,1686338
31 May 2024,118.80,119.54,118.53,119.54,110.64,3397759
30 May 2024,117.10,118.42,116.64,117.99,109.21,1327847
29 May 2024,119.38,119.49,117.89,118.34,109.53,1768394
28 May 2024,120.09,120.33,119.51,120.31,111.35,1699877
27 May 2024,119.73,120.33,119.73,120.10,111.16,1111552
24 May 2024,119.02,119.50,118.08,118.87,110.02,1902826
23 May 2024,120.72,121.00,120.23,120.73,111.74,1535204
22 May 2024,122.07,122.35,121.30,121.50,112.46,1428336
21 May 2024,121.69,121.79,120.92,121.79,112.72,1554701
20 May 2024,121.00,121.86,120.95,121.77,112.71,1224873
17 May 2024,121.50,121.79,120.34,121.04,112.03,3747916
16 May 2024,121.00,122.55,120.20,122.26,113.16,3208604
15 May 2024,119.50,120.07,119.28,119.93,111.00,1820801
14 May 2024,118.70,119.33,118.54,119.33,110.45,1472592
13 May 2024,117.54,119.12,117.06,119.12,110.25,1751999
10 May 2024,117.71,118.35,117.25,117.54,108.79,1483110
09 May 2024,119.70,119.70,117.09,117.09,108.37,1837558
08 May 2024,119.50,119.90,118.46,119.74,110.83,2104415
07 May 2024,117.57,119.00,116.89,119.00,110.14,2692665
06 May 2024,116.01,116.59,115.78,116.59,107.91,1426516
03 May 2024,115.76,115.76,114.74,115.23,106.65,1212181
02 May 2024,114.69,115.84,114.02,115.00,106.44,1545052
01 May 2024,113.60,114.11,113.00,113.92,105.44,1092138
